time,0,1,2,3,4,5,6,7,8
20.34,16.444,24.261,32.029,37.838,40.0,37.838,32.029,24.261
20.35,16.444,24.261,32.029,37.838,40.0,37.838,32.029,24.261
20.36,16.444,24.261,32.029,37.838,40.0,37.838,32.029,24.261
20.37,16.444,24.261,32.029,37.838,40.0,37.838,32.029,24.261
20.38,16.444,24.261,32.029,37.838,40.0,37.838,32.029,24.261
20.39,16.444,24.261,32.029,37.838,40.0,37.838,32.029,24.261
20.4,16.444,24.261,32.029,37.838,40.0,37.838,32.029,24.261
20.41,16.444,24.261,32.029,37.838,40.0,37.838,32.029,24.261
20.42,16.444,24.261,32.029,37.838,40.0,37.838,32.029,24.261
20.43,16.444,24.261,32.029,37.838,40.0,37.838,32.029,24.261
20.44,16.444,24.261,32.029,37.838,40.0,37.838,32.029,24.261
20.45,16.444,24.261,32.029,37.838,40.0,37.838,32.029,24.261
20.46,16.444,24.261,32.029,37.838,40.0,37.838,32.029,24.261
20.47,16.444,24.261,32.029,37.838,40.0,37.838,32.029,24.261
20.48,16.444,24.261,32.029,37.838,40.0,37.838,32.029,24.261
20.49,16.444,24.261,32.029,37.838,40.0,37.838,32.029,24.261
20.5,16.444,24.261,32.029,37.838,40.0,37.838,32.029,24.261
20.51,16.444,24.261,32.029,37.838,40.0,37.838,32.029,24.261
20.52,16.444,24.261,32.029,37.838,40.0,37.838,32.029,24.261
20.53,16.444,24.261,32.029,37.838,40.0,37.838,32.029,24.261
20.54,16.444,24.261,32.029,37.838,40.0,37.838,32.029,24.261
20.55,16.444,24.261,32.029,37.838,40.0,37.838,32.029,24.261
20.56,16.444,24.261,32.029,37.838,40.0,37.838,32.029,24.261
20.57,16.444,24.261,32.029,37.838,40.0,37.838,32.029,24.261
20.58,16.444,24.261,32.029,37.838,40.0,37.838,32.029,24.261
20.59,16.444,24.261,32.029,37.838,40.0,37.838,32.029,24.261
20.6,16.444,24.261,32.029,37.838,40.0,37.838,32.029,24.261
20.61,16.444,24.261,32.029,37.838,40.0,37.838,32.029,24.261
20.62,16.444,24.261,32.029,37.838,40.0,37.838,32.029,24.261
20.63,16.444,24.261,32.029,37.838,40.0,37.838,32.029,24.261
20.64,16.444,24.261,32.029,37.838,40.0,37.838,32.029,24.261
20.65,16.444,24.261,32.029,37.838,40.0,37.838,32.029,24.261
20.66,16.444,24.261,32.029,37.838,40.0,37.838,32.029,24.261
20.67,16.444,24.261,32.029,37.838,40.0,37.838,32.029,24.261
20.68,16.444,24.261,32.029,37.838,40.0,37.838,32.029,24.261
20.69,16.444,24.261,32.029,37.838,40.0,37.838,32.029,24.261
20.7,16.444,24.261,32.029,37.838,40.0,37.838,32.029,24.261
20.71,16.444,24.261,32.029,37.838,40.0,37.838,32.029,24.261
20.72,16.444,24.261,32.029,37.838,40.0,37.838,32.029,24.261
20.73,16.444,24.261,32.029,37.838,40.0,37.838,32.029,24.261
20.74,16.444,24.261,32.029,37.838,40.0,37.838,32.029,24.261
20.75,16.444,24.261,32.029,37.838,40.0,37.838,32.029,24.261
20.76,16.444,24.261,32.029,37.838,40.0,37.838,32.029,24.261
20.77,16.444,24.261,32.029,37.838,40.0,37.838,32.029,24.261
20.78,16.444,24.261,32.029,37.838,40.0,37.838,32.029,24.261
20.79,16.444,24.261,32.029,37.838,40.0,37.838,32.029,24.261
20.8,16.444,24.261,32.029,37.838,40.0,37.838,32.029,24.261
20.81,16.444,24.261,32.029,37.838,40.0,37.838,32.029,24.261
20.82,16.444,24.261,32.029,37.838,40.0,37.838,32.029,24.261
20.83,16.444,24.261,32.029,37.838,40.0,37.838,32.029,24.261
20.84,16.444,24.261,32.029,37.838,40.0,37.838,32.029,24.261
20.85,16.444,24.261,32.029,37.838,40.0,37.838,32.029,24.261
20.86,16.444,24.261,32.029,37.838,40.0,37.838,32.029,24.261
20.87,16.444,24.261,32.029,37.838,40.0,37.838,32.029,24.261
20.88,16.444,24.261,32.029,37.838,40.0,37.838,32.029,24.261
20.89,16.444,24.261,32.029,37.838,40.0,37.838,32.029,24.261
20.9,16.444,24.261,32.029,37.838,40.0,37.838,32.029,24.261
20.91,16.444,24.261,32.029,37.838,40.0,37.838,32.029,24.261
20.92,16.444,24.261,32.029,37.838,40.0,37.838,32.029,24.261
20.93,16.444,24.261,32.029,37.838,40.0,37.838,32.029,24.261
20.94,16.444,24.261,32.029,37.838,40.0,37.838,32.029,24.261
20.95,16.444,24.261,32.029,37.838,40.0,37.838,32.029,24.261
20.96,16.444,24.261,32.029,37.838,40.0,37.838,32.029,24.261
20.97,16.444,24.261,32.029,37.838,40.0,37.838,32.029,24.261
20.98,16.444,24.261,32.029,37.838,40.0,37.838,32.029,24.261
20.99,16.444,24.261,32.029,37.838,40.0,37.838,32.029,24.261
21.0,16.444,24.261,32.029,37.838,40.0,37.838,32.029,24.261
21.01,16.444,24.261,32.029,37.838,40.0,37.838,32.029,24.261
